AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NNURSERY,NURSERY,ENURSERY,NSOD,SOD,ESOD,NTUNGLAS,TUNGLAS,FTUNGLAS,NTOTGRN,TOTGRN,FTOTGRN,NFLOWER,FLOWER,FFLOWER,NGRNVEG,GRNVEG,FGRNVEG,NGRNOTHR,GRNOTHR,FGRNOTHR,NMUSHRM,MUSHRM,FMUSHRM
Geography,Standard Geographical Classification,Province,Census Agricultural Region,Census Division ,Census Consolidated Subdivision,Geographic Identification,Total number of farms,Total area of nursery products - Farms Reporting,Total area of nursery products - Acres,Total area of nursery products - Hectares,Total area of sod grown for sale - Farms Reporting,Total area of sod grown for sale - Acres,Total area of sod grown for sale - Hectares,Total greenhouse area under glass - Farms Reporting,Total greenhouse area under glass - Sq feet,Total greenhouse area under glass - Sq metres,"Total area of greenhouse in use on May 14, 1996- Farms Reporting","Total area of greenhouse in use on May 14, 1996- Sq feet","Total area of greenhouse in use on May 14, 1996- Sq metres",Greenhouse flowers - Farms Reporting,Greenhouse flowers - Sq feet,Greenhouse flowers - Sq metres,Greenhouse vegetables - Farms Reporting,Greenhouse vegetables - Sq feet,Greenhouse vegetables - Sq metres,Other greenhouse products - Farms Reporting,Other greenhouse products - Sq feet,Other greenhouse products - Sq metres,Total growing area for mushrooms - Farms Reporting,Total growing area for mushrooms - Sq feet,Total growing area for mushrooms - Sq metres
241087025,2487025,24,10,87,25,Palmarolle,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241087030,2487030,24,10,87,30,Sainte-Germaine-BoulÇ,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241087035,2487035,24,10,87,35,Poularies,23,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0
241087045,2487045,24,10,87,45,Taschereau,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241087060,2487060,24,10,87,60,Macamic,18,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,2,x,x,0,0,0,0,0,0
241087075,2487075,24,10,87,75,Clerval,17,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
241087080,2487080,24,10,87,80,La Reine,16,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
241087085,2487085,24,10,87,85,Dupuy,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241087090,2487090,24,10,87,90,La Sarre,42,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
241088000,2488000,24,10,88,0,Abitibi,202,3,5,2,0,0,0,6,"306,206","28,447",6,"305,106","28,345",5,x,x,4,x,x,1,x,x,1,x,x
241088022,2488022,24,10,88,22,Barraute,36,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,2,x,x,0,0,0,0,0,0
241088045,2488045,24,10,88,45,La Motte,49,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241088055,2488055,24,10,88,55,Amos,39,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
241088085,2488085,24,10,88,85,Sainte-Gertrude-Manneville,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241088904,2488904,24,10,88,904,Lac-Chicobi,29,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x
241089000,2489000,24,10,89,0,VallÇe-de-l'Or,49,1,x,x,1,x,x,3,x,x,3,x,x,3,x,x,2,x,x,3,x,x,0,0,0
241089030,2489030,24,10,89,30,Vassan,25,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0
241089045,2489045,24,10,89,45,Senneterre,24,1,x,x,1,x,x,2,x,x,2,x,x,2,x,x,1,x,x,2,x,x,0,0,0
241100000,2400000,24,11,0,0,GaspÇsie--?les-de-la-Madeleine,331,3,31,13,3,x,x,29,"174,849","16,244",29,"138,897","12,904",23,"90,462","8,404",12,x,x,2,x,x,0,0,0
241101000,2401000,24,11,1,0,Les ?les-de-la-Madeleine,22,0,0,0,1,x,x,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0
241101010,2401010,24,11,1,10,L'?le-du-Havre-Aubert,22,0,0,0,1,x,x,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0
241102000,2402000,24,11,2,0,Pabok,28,0,0,0,0,0,0,3,"19,600","1,821",3,"19,500","1,812",3,"19,500","1,812",0,0,0,0,0,0,0,0,0
241102050,2402050,24,11,2,50,Port-Daniel,28,0,0,0,0,0,0,3,"19,600","1,821",3,"19,500","1,812",3,"19,500","1,812",0,0,0,0,0,0,0,0,0
241103000,2403000,24,11,3,0,La Cìte-de-GaspÇ,21,1,x,x,0,0,0,6,"29,502","2,741",6,"29,502","2,741",4,"16,902","1,570",2,x,x,1,x,x,0,0,0
241103005,2403005,24,11,3,5,GaspÇ,21,1,x,x,0,0,0,6,"29,502","2,741",6,"29,502","2,741",4,"16,902","1,570",2,x,x,1,x,x,0,0,0
241104000,2404000,24,11,4,0,Denis-Riverin,34,0,0,0,2,x,x,3,"20,920","1,944",3,"10,920","1,015",3,"10,920","1,015",0,0,0,0,0,0,0,0,0
241104045,2404045,24,11,4,45,Cap-Chat,34,0,0,0,2,x,x,3,"20,920","1,944",3,"10,920","1,015",3,"10,920","1,015",0,0,0,0,0,0,0,0,0
241105000,2405000,24,11,5,0,Bonaventure,137,2,x,x,0,0,0,11,"84,934","7,891",11,"59,082","5,489",9,"36,382","3,380",6,x,x,1,x,x,0,0,0
241105010,2405010,24,11,5,10,Shigawake,27,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0
241105045,2405045,24,11,5,45,Bonaventure,31,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
241105060,2405060,24,11,5,60,Caplan,16,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
241105065,2405065,24,11,5,65,Saint-Alphonse,30,0,0,0,0,0,0,4,"31,682","2,943",4,"31,682","2,943",4,x,x,2,x,x,1,x,x,0,0,0
241105070,2405070,24,11,5,70,New Richmond,33,0,0,0,0,0,0,3,"13,838","1,286",3,"13,200","1,226",2,x,x,2,x,x,0,0,0,0,0,0
241106000,2406000,24,11,6,0,Avignon,89,0,0,0,0,0,0,4,x,x,4,x,x,2,x,x,2,x,x,0,0,0,0,0,0
241106010,2406010,24,11,6,10,Carleton,21,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0
241106020,2406020,24,11,6,20,Nouvelle,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241106040,2406040,24,11,6,40,Saint-AndrÇ-de-Restigouche,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241106050,2406050,24,11,6,50,Saint-Alexis-de-MatapÇdia,29,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0
241200000,2400000,24,12,0,0,Chaudiäre-Appalaches,"6,633",67,977,395,3,x,x,89,"1,681,784","156,243",89,"1,635,111","151,907",61,"666,653","61,934",49,"501,238","46,567",14,"467,220","43,406",1,x,x
241217000,2417000,24,12,17,0,L'Islet,637,7,22,9,0,0,0,11,"109,743","10,195",11,"108,221","10,054",7,"67,515","6,272",5,"36,630","3,403",3,"4,076",379,0,0,0
241217010,2417010,24,12,17,10,Saint-Pamphile,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241217015,2417015,24,12,17,15,Saint-Adalbert,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241217020,2417020,24,12,17,20,Saint-Marcel,49,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
241217025,2417025,24,12,17,25,Sainte-FÇlicitÇ,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241217030,2417030,24,12,17,30,Sainte-PerpÇtue,79,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241217040,2417040,24,12,17,40,Saint-Damase-de-l'Islet,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241217045,2417045,24,12,17,45,Saint-Cyrille-de-Lessard,29,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0
241217050,2417050,24,12,17,50,Saint-Eugäne,40,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
241217055,2417055,24,12,17,55,Saint-Aubert,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241217060,2417060,24,12,17,60,Sainte-Louise,48,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
241217065,2417065,24,12,17,65,Saint-Roch-des-Aulnaies,34,3,5,2,0,0,0,2,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0
241217070,2417070,24,12,17,70,Saint-Jean-Port-Joli,80,2,x,x,0,0,0,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0
241217080,2417080,24,12,17,80,L'Islet-sur-Mer,55,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
241218000,2418000,24,12,18,0,Montmagny,394,2,x,x,0,0,0,3,"107,340","9,972",3,"103,340","9,601",2,x,x,2,x,x,0,0,0,0,0,0
241218015,2418015,24,12,18,15,Saint-Fabien-de-Panet,37,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241218020,2418020,24,12,18,20,Sainte-Lucie-de-Beauregard,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241218025,2418025,24,12,18,25,Sainte-Apolline-de-Patton,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241218030,2418030,24,12,18,30,Saint-Paul-de-Montminy,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241218040,2418040,24,12,18,40,Notre-Dame-du-Rosaire,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241218045,2418045,24,12,18,45,Cap-Saint-Ignace,70,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,2,x,x,0,0,0,0,0,0
241218050,2418050,24,12,18,50,Montmagny,70,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
241218055,2418055,24,12,18,55,Saint-Pierre-de-la-Riviäre-du-Sud,35,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241218060,2418060,24,12,18,60,Saint-Franáois-de-la-Riviäre-du-Sud,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241219000,2419000,24,12,19,0,Bellechasse,"1,038",7,72,29,1,x,x,12,"95,550","8,877",12,"94,650","8,793",8,"49,730","4,620",5,x,x,1,x,x,0,0,0
241219005,2419005,24,12,19,5,Saint-PhilÇmon,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241219010,2419010,24,12,19,10,Notre-Dame-Auxiliatrice-de-Buckland,35,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241219015,2419015,24,12,19,15,Saint-Nazaire-de-Dorchester,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241219020,2419020,24,12,19,20,Saint-LÇon-de-Standon,58,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
241219025,2419025,24,12,19,25,Saint-Malachie,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241219037,2419037,24,12,19,37,Armagh,43,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
241219045,2419045,24,12,19,45,Saint-NÇrÇe,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241219050,2419050,24,12,19,50,Saint-Lazare-de-Bellechasse,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241219055,2419055,24,12,19,55,Sainte-Claire,85,1,x,x,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0
241219065,2419065,24,12,19,65,Saint-Anselme,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241219070,2419070,24,12,19,70,Honfleur,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241219075,2419075,24,12,19,75,Saint-Gervais,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241219082,2419082,24,12,19,82,Saint-Raphaâl,52,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0
241219090,2419090,24,12,19,90,La Durantaye,42,2,x,x,0,0,0,3,"39,000","3,623",3,x,x,2,x,x,2,x,x,1,x,x,0,0,0
241219097,2419097,24,12,19,97,Saint-Charles-de-Bellechasse,97,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
241219105,2419105,24,12,19,105,Saint-êtienne-de-Beaumont,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241219110,2419110,24,12,19,110,Saint-Michel-de-Bellechasse,58,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
241219117,2419117,24,12,19,117,Saint-Vallier,49,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
241224000,2424000,24,12,24,0,Desjardins,196,5,26,11,0,0,0,6,"160,319","14,894",6,"141,027","13,102",3,x,x,5,x,x,0,0,0,1,x,x
241224005,2424005,24,12,24,5,Saint-Henri,125,2,x,x,0,0,0,2,x,x,2,x,x,0,0,0,2,x,x,0,0,0,1,x,x
241224010,2424010,24,12,24,10,Pintendre,41,2,x,x,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0
241224015,2424015,24,12,24,15,Saint-Joseph-de-la-Pointe-de-LÇvy,30,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0
241225000,2425000,24,12,25,0,Les Chutes-de-la-Chaudiäre,180,13,116,47,1,x,x,18,"386,722","35,928",18,"374,722","34,813",14,"237,344","22,050",9,x,x,2,x,x,0,0,0
241225005,2425005,24,12,25,5,Saint-Lambert-de-Lauzon,58,4,51,21,0,0,0,3,x,x,3,"76,170","7,076",3,"76,170","7,076",0,0,0,0,0,0,0,0,0
241225010,2425010,24,12,25,10,Saint-êtienne-de-Lauzon,20,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0
241225020,2425020,24,12,25,20,Saint-Jean-Chrysostome,33,4,50,20,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
241225043,2425043,24,12,25,43,Berniäres-Saint-Nicolas,69,5,15,6,1,x,x,12,"200,552","18,632",12,x,x,8,"93,674","8,703",7,x,x,2,x,x,0,0,0
241226000,2426000,24,12,26,0,La Nouvelle-Beauce,802,5,115,47,0,0,0,4,x,x,4,x,x,2,x,x,2,x,x,2,x,x,0,0,0
241226005,2426005,24,12,26,5,Saint-êdouard-de-Frampton,85,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0
241226010,2426010,24,12,26,10,Saints-Anges,75,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
241226022,2426022,24,12,26,22,Saint-ElzÇar,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241226030,2426030,24,12,26,30,Sainte-Marie,106,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241226035,2426035,24,12,26,35,Sainte-Marguerite,92,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
241226040,2426040,24,12,26,40,Sainte-HÇnÇdine,74,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0
241226048,2426048,24,12,26,48,Scott,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241226055,2426055,24,12,26,55,Saint-Bernard,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241226063,2426063,24,12,26,63,Saint-Isidore,120,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241227000,2427000,24,12,27,0,Robert-Cliche,537,5,8,3,1,x,x,3,x,x,3,x,x,3,x,x,2,x,x,1,x,x,0,0,0
241227010,2427010,24,12,27,10,Saint-Victor-de-Tring,120,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0
241227015,2427015,24,12,27,15,Saint-Alfred,17,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241227020,2427020,24,12,27,20,Saint-Franáois-Ouest,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241227030,2427030,24,12,27,30,Saint-Franáois-de-Beauce,35,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241227035,2427035,24,12,27,35,Saint-Odilon-de-Cranbourne,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241227040,2427040,24,12,27,40,Saint-Joseph-de-Beauce,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241227050,2427050,24,12,27,50,Saint-Joseph-des-êrables,39,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241227055,2427055,24,12,27,55,Saint-Jules,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241227065,2427065,24,12,27,65,Saint-FrÇdÇric,84,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0
241227070,2427070,24,12,27,70,Saint-SÇverin,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241228000,2428000,24,12,28,0,Les Etchemins,356,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0
241228005,2428005,24,12,28,5,Saint-Zacharie,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241228015,2428015,24,12,28,15,Sainte-AurÇlie,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241228020,2428020,24,12,28,20,Saint-Prosper,56,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0
241228025,2428025,24,12,28,25,Saint-Benjamin,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241228030,2428030,24,12,28,30,Sainte-Rose-de-Watford,29,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241228035,2428035,24,12,28,35,Saint-Louis-de-Gonzague,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241228040,2428040,24,12,28,40,Saint-Cyprien,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241228045,2428045,24,12,28,45,Sainte-Justine,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241228055,2428055,24,12,28,55,Sainte-Germaine-du-Lac-Etchemin,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241228070,2428070,24,12,28,70,Saint-Camille-de-Lellis,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241228075,2428075,24,12,28,75,Saint-Magloire-de-Bellechasse,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241229000,2429000,24,12,29,0,Beauce-Sartigan,715,6,115,47,0,0,0,11,"154,373","14,342",11,"150,373","13,970",8,x,x,8,"75,906","7,052",1,x,x,0,0,0
241229005,2429005,24,12,29,5,Saint-ThÇophile,43,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
241229015,2429015,24,12,29,15,Saint-GÇdÇon,40,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
241229020,2429020,24,12,29,20,Saint-Hilaire-de-Dorset,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241229025,2429025,24,12,29,25,Saint-êvariste-de-Forsyth,62,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
241229040,2429040,24,12,29,40,Saint-HonorÇ,118,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
241229045,2429045,24,12,29,45,Saint-Martin,45,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
241229057,2429057,24,12,29,57,Saint-Cìme-Liniäre,49,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
241229065,2429065,24,12,29,65,Saint-Philibert,20,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0
241229070,2429070,24,12,29,70,Saint-Georges-Est,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241229085,2429085,24,12,29,85,Aubert-Gallion,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241229090,2429090,24,12,29,90,Saint-Jean-de-la-Lande,43,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
241229100,2429100,24,12,29,100,Saint-Benoåt-Labre,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241229115,2429115,24,12,29,115,Saint-êphrem-de-Beauce,110,3,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
241229125,2429125,24,12,29,125,Saint-Simon-les-Mines,23,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0
241231000,2431000,24,12,31,0,L'Amiante,825,7,174,70,0,0,0,6,"64,526","5,995",6,"64,526","5,995",4,"31,900","2,964",4,"32,626","3,031",0,0,0,0,0,0
241231010,2431010,24,12,31,10,Garthby,26,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
241231020,2431020,24,12,31,20,Disraâli,53,1,x,x,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0
241231030,2431030,24,12,31,30,Saint-Fortunat,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241231035,2431035,24,12,31,35,Saint-Julien,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241231040,2431040,24,12,31,40,Irlande,74,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241231050,2431050,24,12,31,50,Sainte-Praxäde,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241231055,2431055,24,12,31,55,Saint-MÇthode-de-Frontenac,67,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
241231060,2431060,24,12,31,60,Sainte-Clotilde-de-Beauce,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241231070,2431070,24,12,31,70,SacrÇ-Coeur-de-Marie-Partie-Sud,45,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241231080,2431080,24,12,31,80,Thetford-Partie-Sud,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241231095,2431095,24,12,31,95,Saint-Adrien-d'Irlande,35,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
241231100,2431100,24,12,31,100,Saint-Jean-de-BrÇbeuf,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241231105,2431105,24,12,31,105,Kinnear's Mills,46,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
241231110,2431110,24,12,31,110,Pontbriand,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241231130,2431130,24,12,31,130,SacrÇ-Coeur-de-JÇsus,75,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241231135,2431135,24,12,31,135,Saint-Pierre-de-Broughton,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241231140,2431140,24,12,31,140,Saint-Jacques-de-Leeds,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241233000,2433000,24,12,33,0,Lotbiniäre,953,8,219,89,0,0,0,14,"407,448","37,853",14,"403,428","37,480",10,"76,042","7,065",7,x,x,3,x,x,0,0,0
241233010,2433010,24,12,33,10,Saint-Sylvestre,93,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241233020,2433020,24,12,33,20,Sainte-Agathe,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241233025,2433025,24,12,33,25,Saint-Patrice-de-Beaurivage,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241233030,2433030,24,12,33,30,Saint-Narcisse-de-Beaurivage,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241233035,2433035,24,12,33,35,Saint-Gilles,51,0,0,0,0,0,0,3,"28,896","2,685",3,"28,896","2,685",2,x,x,2,x,x,0,0,0,0,0,0
241233040,2433040,24,12,33,40,Saint-Octave-de-Dosquet,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241233045,2433045,24,12,33,45,Saint-Agapit,53,1,x,x,0,0,0,3,"20,100","1,867",3,"20,100","1,867",3,"20,100","1,867",0,0,0,0,0,0,0,0,0
241233055,2433055,24,12,33,55,Saint-Flavien,69,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
